instance_id,variant_type,repo,lang,split,status,exclusion_reason,flags,n_f2p_effective,n_p2p_effective,p_hat_orig,p_hat_source_orig,empirical_success_rate
mahmoud__boltons.3bfcfdd0.func_basic__4qcfel1l,swe_128k,swesmith/mahmoud__boltons.3bfcfdd0,ko,train,ok,,,5,30,0.75,judge_label_mapped,0.5
oauthlib__oauthlib.1fd52536.combine_file__868k2n2u,swe_64k,swesmith/oauthlib__oauthlib.1fd52536,ko,train,ok,,GOLD_WHITESPACE_MISMATCH;HARD_BUT_PARTIAL_SIGNAL,6,30,0.25,judge_label_mapped,0.0
joke2k__faker.8b401a7d.combine_module__1y51jvcq,swe_128k,swesmith/joke2k__faker.8b401a7d,en,test,ok,,GOLD_WHITESPACE_MISMATCH,4,30,0.4,judge_label_mapped,
jd__tenacity.0d40e76f.combine_file__nz9s0cog,swe_32k,swesmith/jd__tenacity.0d40e76f,ko,train,ok,,F2P_PRUNED:6;HARD_BUT_PARTIAL_SIGNAL,50,30,0.4,judge_label_mapped,0.0
Knio__dominate.9082227e.combine_file__kbi8bkks,swe_32k,swesmith/Knio__dominate.9082227e,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,10,30,0.4,judge_label_mapped,0.0
Suor__funcy.207a7810.combine_file__hpynyyl2,swe_32k,swesmith/Suor__funcy.207a7810,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,1,30,0.4,judge_label_mapped,0.0
cantools__cantools.0c6a7871.combine_file__1ok259na,swe_128k,swesmith/cantools__cantools.0c6a7871,en,validation,ok,,,16,30,0.6,judge_label_mapped,
cknd__stackprinter.219fcc52.combine_file__i0gooebd,swe_32k,swesmith/cknd__stackprinter.219fcc52,en,validation,ok,,,2,5,0.25,judge_label_mapped,
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__kh7gk9le,swe_32k,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,ko,validation,ok,,,3,30,0.4,judge_label_mapped,
jd__tenacity.0d40e76f.combine_file__hr16k2ip,swe_64k,swesmith/jd__tenacity.0d40e76f,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,5,30,0.6,judge_label_mapped,0.0
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__ymgdbkre,swe_64k,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,ko,validation,ok,,,3,30,0.75,judge_label_mapped,
pdfminer__pdfminer.six.1a8bd2f7.combine_file__qunnfx70,swe_128k,swesmith/pdfminer__pdfminer.six.1a8bd2f7,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,2,30,0.6,judge_label_mapped,0.0
luozhouyang__python-string-similarity.115acaac.func_basic__az8mpkt3,swe_32k,swesmith/luozhouyang__python-string-similarity.115acaac,ko,test,ok,,,1,17,0.25,judge_label_mapped,
cknd__stackprinter.219fcc52.combine_file__rin3w3we,swe_32k,swesmith/cknd__stackprinter.219fcc52,ko,validation,ok,,,2,5,0.4,judge_label_mapped,
cantools__cantools.0c6a7871.combine_file__3jk0453k,swe_128k,swesmith/cantools__cantools.0c6a7871,en,validation,ok,,,7,30,0.4,judge_label_mapped,
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__9p10bve9,swe_128k,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,ko,validation,ok,,,2,30,0.4,judge_label_mapped,
agronholm__exceptiongroup.0b4f4937.combine_module__muc4qt7x,swe_32k,swesmith/agronholm__exceptiongroup.0b4f4937,en,excluded,excluded,NO_VALID_F2P,F2P_PRUNED:42;P2P_PRUNED:30,0,0,0.25,judge_label_mapped,
pdfminer__pdfminer.six.1a8bd2f7.combine_file__mb0vz2oh,swe_128k,swesmith/pdfminer__pdfminer.six.1a8bd2f7,en,train,ok,,F2P_PRUNED:7;HARD_BUT_PARTIAL_SIGNAL,50,30,0.25,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.combine_file__bjl887iw,swe_32k,swesmith/cknd__stackprinter.219fcc52,en,validation,ok,,,2,5,0.4,judge_label_mapped,
bottlepy__bottle.a8dfef30.func_basic__152zvdf6,swe_64k,swesmith/bottlepy__bottle.a8dfef30,en,excluded,excluded,TOO_HARD,,1,30,0.75,judge_label_mapped,0.0
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__5u3yb4dc,swe_64k,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,ko,validation,ok,,,6,30,0.4,judge_label_mapped,
PyCQA__flake8.cf1542ce.combine_file__bgj05v4r,swe_128k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,2,30,0.75,judge_label_mapped,0.0
jaraco__inflect.c079a96a.func_basic__56s87rnj,swe_64k,swesmith/jaraco__inflect.c079a96a,en,excluded,excluded,TOO_HARD,gold_touches_tests;P2P_PRUNED:1,5,29,0.75,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.combine_file__5x4jvjgf,swe_32k,swesmith/cknd__stackprinter.219fcc52,en,validation,ok,,,4,3,0.25,judge_label_mapped,
joke2k__faker.8b401a7d.combine_file__bqixcnnt,swe_128k,swesmith/joke2k__faker.8b401a7d,ko,test,ok,,,5,30,0.4,judge_label_mapped,
pudo__dataset.5c2dc8d3.func_basic__rveulv1r,swe_32k,swesmith/pudo__dataset.5c2dc8d3,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,1,30,0.6,judge_label_mapped,0.0
PyCQA__flake8.cf1542ce.func_basic__tef8cs2v,swe_32k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,25,30,0.75,judge_label_mapped,0.0
Suor__funcy.207a7810.combine_file__ngqssnyf,swe_64k,swesmith/Suor__funcy.207a7810,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,4,30,0.4,judge_label_mapped,0.0
agronholm__typeguard.b6a7e438.combine_file__uxmeqk7t,swe_64k,swesmith/agronholm__typeguard.b6a7e438,en,train,ok,,GOLD_WHITESPACE_MISMATCH;HARD_BUT_PARTIAL_SIGNAL,1,30,0.4,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.combine_file__jn0ugk72,swe_32k,swesmith/cknd__stackprinter.219fcc52,ko,validation,ok,,,2,5,0.25,judge_label_mapped,
oauthlib__oauthlib.1fd52536.combine_file__3oyoy4m0,swe_32k,swesmith/oauthlib__oauthlib.1fd52536,en,excluded,excluded,TOO_HARD,,13,30,0.6,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.func_basic__25ljeyka,swe_32k,swesmith/cknd__stackprinter.219fcc52,ko,validation,ok,,,1,6,0.75,judge_label_mapped,
bottlepy__bottle.a8dfef30.func_basic__6849utgq,swe_64k,swesmith/bottlepy__bottle.a8dfef30,en,excluded,excluded,TOO_HARD,,1,30,0.75,judge_label_mapped,0.0
Knio__dominate.9082227e.combine_file__n1qm27ke,swe_32k,swesmith/Knio__dominate.9082227e,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,6,30,0.6,judge_label_mapped,0.0
agronholm__exceptiongroup.0b4f4937.combine_module__akqsiy9t,swe_32k,swesmith/agronholm__exceptiongroup.0b4f4937,en,excluded,excluded,NO_VALID_F2P,F2P_PRUNED:48;P2P_PRUNED:30,0,0,0.4,judge_label_mapped,
jaraco__inflect.c079a96a.func_basic__536jolbn,swe_64k,swesmith/jaraco__inflect.c079a96a,en,excluded,excluded,BUG_IN_TEST_FILE,gold_touches_tests,0,0,0.25,judge_label_mapped,
PyCQA__flake8.cf1542ce.func_basic__ty1ie75n,swe_128k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,,1,30,0.75,judge_label_mapped,0.25
PyCQA__flake8.cf1542ce.combine_module__p15ejm6y,swe_64k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,3,30,0.6,judge_label_mapped,0.0
pudo__dataset.5c2dc8d3.func_basic__hvfjr8u8,swe_32k,swesmith/pudo__dataset.5c2dc8d3,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,4,30,0.6,judge_label_mapped,0.0
jaraco__inflect.c079a96a.func_basic__0hwljtvh,swe_64k,swesmith/jaraco__inflect.c079a96a,en,excluded,excluded,TOO_HARD,gold_touches_tests,6,30,0.75,judge_label_mapped,0.0
pdfminer__pdfminer.six.1a8bd2f7.func_basic__055x2yzv,swe_32k,swesmith/pdfminer__pdfminer.six.1a8bd2f7,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,14,30,0.6,judge_label_mapped,0.0
jaraco__inflect.c079a96a.func_basic__94dyt8wx,swe_64k,swesmith/jaraco__inflect.c079a96a,ko,excluded,excluded,BUG_IN_TEST_FILE,gold_touches_tests,0,0,0.6,judge_label_mapped,
Knio__dominate.9082227e.combine_file__ipd1y2xj,swe_32k,swesmith/Knio__dominate.9082227e,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,9,30,0.4,judge_label_mapped,0.0
agronholm__exceptiongroup.0b4f4937.combine_module__9iwyt81o,swe_32k,swesmith/agronholm__exceptiongroup.0b4f4937,ko,test,ok,,,48,30,0.25,judge_label_mapped,
pudo__dataset.5c2dc8d3.func_basic__67gq3d1w,swe_32k,swesmith/pudo__dataset.5c2dc8d3,en,excluded,excluded,TOO_HARD,,1,30,0.75,judge_label_mapped,0.0
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__ape0cbzb,swe_64k,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,en,validation,ok,,,2,30,0.6,judge_label_mapped,
jd__tenacity.0d40e76f.combine_file__oicq97rw,swe_64k,swesmith/jd__tenacity.0d40e76f,en,train,ok,,,25,30,0.6,judge_label_mapped,0.25
oauthlib__oauthlib.1fd52536.combine_file__0fceycuu,swe_64k,swesmith/oauthlib__oauthlib.1fd52536,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,13,30,0.25,judge_label_mapped,0.0
Knio__dominate.9082227e.func_basic__01pkn73c,swe_32k,swesmith/Knio__dominate.9082227e,en,train,ok,,,1,30,0.75,judge_label_mapped,0.375
oauthlib__oauthlib.1fd52536.combine_file__3bgiin60,swe_64k,swesmith/oauthlib__oauthlib.1fd52536,ko,train,ok,,F2P_PRUNED:118,50,30,0.6,judge_label_mapped,0.625
pdfminer__pdfminer.six.1a8bd2f7.combine_file__bjts5roo,swe_128k,swesmith/pdfminer__pdfminer.six.1a8bd2f7,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,3,30,0.4,judge_label_mapped,0.0
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__1pnopti2,swe_32k,swesmith/luozhouyang__python-string-similarity.115acaac,en,test,ok,,,1,17,0.6,judge_label_mapped,
jaraco__inflect.c079a96a.func_basic__1jrv4g0i,swe_64k,swesmith/jaraco__inflect.c079a96a,ko,excluded,excluded,TOO_HARD,gold_touches_tests,7,30,0.4,judge_label_mapped,0.0
pudo__dataset.5c2dc8d3.combine_file__fboctjy6,swe_32k,swesmith/pudo__dataset.5c2dc8d3,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,3,30,0.4,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.combine_file__pim7hbhr,swe_32k,swesmith/cknd__stackprinter.219fcc52,en,validation,ok,,,2,5,0.75,judge_label_mapped,
pudo__dataset.5c2dc8d3.func_pm_op_swap__2oxgipl5,swe_32k,swesmith/pudo__dataset.5c2dc8d3,ko,excluded,excluded,TOO_EASY,,1,30,0.75,judge_label_mapped,1.0
pygments__pygments.27649ebb.combine_file__45nwhbd4,swe_128k,swesmith/pygments__pygments.27649ebb,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,4,30,0.4,judge_label_mapped,0.0
pudo__dataset.5c2dc8d3.combine_file__lltfzw0k,swe_32k,swesmith/pudo__dataset.5c2dc8d3,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,49,10,0.25,judge_label_mapped,0.0
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__yujshjdy,swe_32k,swesmith/luozhouyang__python-string-similarity.115acaac,ko,test,ok,,,1,17,0.75,judge_label_mapped,
pdfminer__pdfminer.six.1a8bd2f7.combine_file__sd1ohtqw,swe_64k,swesmith/pdfminer__pdfminer.six.1a8bd2f7,ko,train,ok,,F2P_PRUNED:14;HARD_BUT_PARTIAL_SIGNAL,50,30,0.4,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.func_basic__30hvrznx,swe_32k,swesmith/cknd__stackprinter.219fcc52,ko,validation,ok,,,1,6,0.6,judge_label_mapped,
agronholm__exceptiongroup.0b4f4937.combine_module__b5drlb83,swe_32k,swesmith/agronholm__exceptiongroup.0b4f4937,en,test,ok,,,32,30,0.6,judge_label_mapped,
bottlepy__bottle.a8dfef30.func_basic__0vv1q5yz,swe_128k,swesmith/bottlepy__bottle.a8dfef30,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,6,30,0.4,judge_label_mapped,0.0
Suor__funcy.207a7810.combine_file__fkcvx1dp,swe_64k,swesmith/Suor__funcy.207a7810,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,4,30,0.4,judge_label_mapped,0.0
Suor__funcy.207a7810.combine_file__bnonopci,swe_64k,swesmith/Suor__funcy.207a7810,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,4,30,0.4,judge_label_mapped,0.0
agronholm__exceptiongroup.0b4f4937.combine_module__n2js3rxc,swe_32k,swesmith/agronholm__exceptiongroup.0b4f4937,en,test,ok,,,25,30,0.25,judge_label_mapped,
jaraco__inflect.c079a96a.func_basic__9yqwwre7,swe_64k,swesmith/jaraco__inflect.c079a96a,en,excluded,excluded,TOO_HARD,gold_touches_tests,7,30,0.4,judge_label_mapped,0.0
joke2k__faker.8b401a7d.combine_module__f7poqcvt,swe_128k,swesmith/joke2k__faker.8b401a7d,ko,test,ok,,,6,30,0.6,judge_label_mapped,
jd__tenacity.0d40e76f.combine_file__s0bcdks5,swe_32k,swesmith/jd__tenacity.0d40e76f,ko,train,ok,,,4,30,0.6,judge_label_mapped,0.625
joke2k__faker.8b401a7d.combine_file__htznb606,swe_32k,swesmith/joke2k__faker.8b401a7d,ko,test,ok,,,2,30,0.4,judge_label_mapped,
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__pswkwm97,swe_32k,swesmith/pudo__dataset.5c2dc8d3,en,train,ok,,,2,30,0.6,judge_label_mapped,0.125
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__4lipjp36,swe_64k,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,ko,validation,ok,,,6,30,0.6,judge_label_mapped,
luozhouyang__python-string-similarity.115acaac.func_basic__rmgx8uxc,swe_32k,swesmith/luozhouyang__python-string-similarity.115acaac,en,test,ok,,,4,14,0.6,judge_label_mapped,
jd__tenacity.0d40e76f.combine_module__jua0momz,swe_64k,swesmith/jd__tenacity.0d40e76f,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,15,30,0.25,judge_label_mapped,0.0
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__380c1d6z,swe_32k,swesmith/luozhouyang__python-string-similarity.115acaac,ko,excluded,excluded,BUG_IN_TEST_FILE,gold_touches_tests,0,0,0.75,judge_label_mapped,
pdfminer__pdfminer.six.1a8bd2f7.combine_file__dkox5kc3,swe_64k,swesmith/pdfminer__pdfminer.six.1a8bd2f7,en,train,ok,,GOLD_WHITESPACE_MISMATCH;F2P_PRUNED:10;HARD_BUT_PARTIAL_SIGNAL,50,30,0.75,judge_label_mapped,0.0
PyCQA__flake8.cf1542ce.func_basic__ahsvw4y9,swe_128k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,1,30,0.75,judge_label_mapped,0.0
Suor__funcy.207a7810.combine_file__fhtvhqfu,swe_64k,swesmith/Suor__funcy.207a7810,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,5,30,0.75,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.func_basic__1cwksd8q,swe_32k,swesmith/cknd__stackprinter.219fcc52,ko,validation,ok,,,1,6,0.75,judge_label_mapped,
Suor__funcy.207a7810.combine_file__1vbqy9bz,swe_64k,swesmith/Suor__funcy.207a7810,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,18,30,0.25,judge_label_mapped,0.0
pudo__dataset.5c2dc8d3.combine_file__glss5km2,swe_32k,swesmith/pudo__dataset.5c2dc8d3,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,3,30,0.6,judge_label_mapped,0.0
Suor__funcy.207a7810.combine_file__3u9hti2d,swe_32k,swesmith/Suor__funcy.207a7810,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,4,30,0.4,judge_label_mapped,0.0
agronholm__typeguard.b6a7e438.combine_file__qxclmho4,swe_64k,swesmith/agronholm__typeguard.b6a7e438,en,train,ok,,F2P_PRUNED:4;HARD_BUT_PARTIAL_SIGNAL,50,30,0.25,judge_label_mapped,0.0
pygments__pygments.27649ebb.combine_file__4m8o66cm,swe_128k,swesmith/pygments__pygments.27649ebb,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,2,30,0.25,judge_label_mapped,0.0
cantools__cantools.0c6a7871.combine_file__1vfs3c1n,swe_64k,swesmith/cantools__cantools.0c6a7871,ko,validation,ok,,,8,30,0.4,judge_label_mapped,
joke2k__faker.8b401a7d.combine_file__igao2n9v,swe_64k,swesmith/joke2k__faker.8b401a7d,en,test,ok,,,5,30,0.6,judge_label_mapped,
pdfminer__pdfminer.six.1a8bd2f7.combine_file__hhvxkwe1,swe_64k,swesmith/pdfminer__pdfminer.six.1a8bd2f7,en,train,ok,,F2P_PRUNED:10;HARD_BUT_PARTIAL_SIGNAL,50,30,0.25,judge_label_mapped,0.0
Suor__funcy.207a7810.combine_file__effl2cbb,swe_64k,swesmith/Suor__funcy.207a7810,ko,train,ok,,,4,30,0.75,judge_label_mapped,0.375
agronholm__typeguard.b6a7e438.combine_file__cczk49sy,swe_64k,swesmith/agronholm__typeguard.b6a7e438,ko,train,ok,,F2P_PRUNED:80;HARD_BUT_PARTIAL_SIGNAL,50,30,0.6,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.combine_file__f7lheywo,swe_32k,swesmith/cknd__stackprinter.219fcc52,ko,validation,ok,,,3,4,0.4,judge_label_mapped,
Knio__dominate.9082227e.combine_file__29cxy57f,swe_32k,swesmith/Knio__dominate.9082227e,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,2,30,0.6,judge_label_mapped,0.0
bottlepy__bottle.a8dfef30.func_basic__4e8v44sy,swe_64k,swesmith/bottlepy__bottle.a8dfef30,en,train,ok,,,1,30,0.75,judge_label_mapped,0.5
jd__tenacity.0d40e76f.combine_file__1n8ql04e,swe_64k,swesmith/jd__tenacity.0d40e76f,ko,train,ok,,,5,30,0.6,judge_label_mapped,0.5
jaraco__inflect.c079a96a.combine_file__1m7cawal,swe_64k,swesmith/jaraco__inflect.c079a96a,en,excluded,excluded,BUG_IN_TEST_FILE,gold_touches_tests,0,0,0.25,judge_label_mapped,
pygments__pygments.27649ebb.combine_file__4kdt7dkw,swe_64k,swesmith/pygments__pygments.27649ebb,en,train,ok,,F2P_PRUNED:101;HARD_BUT_PARTIAL_SIGNAL,50,30,0.25,judge_label_mapped,0.0
mahmoud__boltons.3bfcfdd0.func_pm_ctrl_invert_if__3h7ea801,swe_32k,swesmith/mahmoud__boltons.3bfcfdd0,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,2,30,0.6,judge_label_mapped,0.0
pudo__dataset.5c2dc8d3.func_pm_op_swap__6oubkhmq,swe_32k,swesmith/pudo__dataset.5c2dc8d3,en,train,ok,,,2,30,0.75,judge_label_mapped,0.125
jaraco__inflect.c079a96a.func_basic__c5fpg5vt,swe_64k,swesmith/jaraco__inflect.c079a96a,ko,excluded,excluded,BUG_IN_TEST_FILE,gold_touches_tests,0,0,0.75,judge_label_mapped,
pyupio__safety.7654596b.combine_module__6x1lxddx,swe_128k,swesmith/pyupio__safety.7654596b,en,train,ok,,F2P_PRUNED:4;HARD_BUT_PARTIAL_SIGNAL,1,30,0.25,judge_label_mapped,0.0
bottlepy__bottle.a8dfef30.func_basic__45wi5g3r,swe_64k,swesmith/bottlepy__bottle.a8dfef30,ko,train,ok,,,1,30,0.75,judge_label_mapped,0.125
agronholm__typeguard.b6a7e438.combine_file__s2lyq271,swe_64k,swesmith/agronholm__typeguard.b6a7e438,en,excluded,excluded,TOO_HARD,,2,30,0.6,judge_label_mapped,0.0
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__4138xlqs,swe_32k,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,en,validation,ok,,GOLD_WHITESPACE_MISMATCH;P2P_PRUNED:30,3,0,0.4,judge_label_mapped,
oauthlib__oauthlib.1fd52536.combine_file__2nfzwp19,swe_32k,swesmith/oauthlib__oauthlib.1fd52536,ko,train,ok,,F2P_PRUNED:19;HARD_BUT_PARTIAL_SIGNAL,50,30,0.4,judge_label_mapped,0.0
Knio__dominate.9082227e.combine_file__4oiguynb,swe_32k,swesmith/Knio__dominate.9082227e,en,train,ok,,F2P_PRUNED:12;HARD_BUT_PARTIAL_SIGNAL,50,3,0.4,judge_label_mapped,0.0
agronholm__typeguard.b6a7e438.combine_module__c3x1nc9h,swe_64k,swesmith/agronholm__typeguard.b6a7e438,en,train,ok,,F2P_PRUNED:55;HARD_BUT_PARTIAL_SIGNAL,50,30,0.4,judge_label_mapped,0.0
pygments__pygments.27649ebb.combine_file__27iktd6j,swe_64k,swesmith/pygments__pygments.27649ebb,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,22,30,0.4,judge_label_mapped,0.0
PyCQA__flake8.cf1542ce.combine_module__a7f2sl8j,swe_64k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,2,30,0.75,judge_label_mapped,0.0
joke2k__faker.8b401a7d.combine_module__egvzvcfr,swe_128k,swesmith/joke2k__faker.8b401a7d,en,test,ok,,,6,30,0.4,judge_label_mapped,
jd__tenacity.0d40e76f.combine_file__mged6jg2,swe_64k,swesmith/jd__tenacity.0d40e76f,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,4,30,0.4,judge_label_mapped,0.0
cantools__cantools.0c6a7871.combine_file__2rrs8i69,swe_64k,swesmith/cantools__cantools.0c6a7871,en,validation,ok,,,36,30,0.4,judge_label_mapped,
bottlepy__bottle.a8dfef30.func_basic__1oowr66z,swe_128k,swesmith/bottlepy__bottle.a8dfef30,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,2,30,0.6,judge_label_mapped,0.0
agronholm__typeguard.b6a7e438.combine_file__b1knf251,swe_64k,swesmith/agronholm__typeguard.b6a7e438,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,4,30,0.6,judge_label_mapped,0.0
agronholm__exceptiongroup.0b4f4937.combine_module__dy8wk66i,swe_32k,swesmith/agronholm__exceptiongroup.0b4f4937,ko,excluded,excluded,NO_VALID_F2P,F2P_PRUNED:39;P2P_PRUNED:30,0,0,0.75,judge_label_mapped,
Knio__dominate.9082227e.combine_file__h3zeq2of,swe_32k,swesmith/Knio__dominate.9082227e,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,5,30,0.6,judge_label_mapped,0.0
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,swe_64k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,5,30,0.4,judge_label_mapped,0.0
pdfminer__pdfminer.six.1a8bd2f7.func_basic__15p0z6ws,swe_32k,swesmith/pdfminer__pdfminer.six.1a8bd2f7,ko,train,ok,,F2P_PRUNED:8;HARD_BUT_PARTIAL_SIGNAL,50,30,0.6,judge_label_mapped,0.0
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__lukb6vb8,swe_32k,swesmith/mahmoud__boltons.3bfcfdd0,ko,excluded,excluded,TOO_EASY,,1,30,0.75,judge_label_mapped,1.0
jd__tenacity.0d40e76f.combine_module__7f90zoga,swe_64k,swesmith/jd__tenacity.0d40e76f,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,15,30,0.25,judge_label_mapped,0.0
luozhouyang__python-string-similarity.115acaac.func_basic__mu1u39zx,swe_32k,swesmith/luozhouyang__python-string-similarity.115acaac,en,test,ok,,,1,17,0.4,judge_label_mapped,
Knio__dominate.9082227e.combine_file__2zd38qg5,swe_32k,swesmith/Knio__dominate.9082227e,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,5,30,0.6,judge_label_mapped,0.0
jaraco__inflect.c079a96a.func_basic__fod8oiog,swe_64k,swesmith/jaraco__inflect.c079a96a,ko,excluded,excluded,TOO_HARD,gold_touches_tests,1,30,0.6,judge_label_mapped,0.0
pyupio__safety.7654596b.combine_file__f9rugwlz,swe_128k,swesmith/pyupio__safety.7654596b,en,excluded,excluded,BASELINE_ANOMALY,F2P_PRUNED:2;P2P_PRUNED:1,3,29,0.6,judge_label_mapped,
PyCQA__flake8.cf1542ce.combine_file__bnpax9t0,swe_32k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,41,30,0.4,judge_label_mapped,0.0
Knio__dominate.9082227e.combine_file__ubumxmnm,swe_32k,swesmith/Knio__dominate.9082227e,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,12,30,0.4,judge_label_mapped,0.0
pyupio__safety.7654596b.combine_module__1me0k443,swe_128k,swesmith/pyupio__safety.7654596b,en,train,ok,,P2P_PRUNED:1;HARD_BUT_PARTIAL_SIGNAL,1,29,0.4,judge_label_mapped,0.0
cknd__stackprinter.219fcc52.combine_file__md7w9ci8,swe_32k,swesmith/cknd__stackprinter.219fcc52,en,validation,ok,,,4,3,0.4,judge_label_mapped,
agronholm__exceptiongroup.0b4f4937.combine_module__l5god4ul,swe_32k,swesmith/agronholm__exceptiongroup.0b4f4937,en,test,ok,,,40,30,0.6,judge_label_mapped,
PyCQA__flake8.cf1542ce.combine_module__otikc541,swe_32k,swesmith/PyCQA__flake8.cf1542ce,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL,2,30,0.4,judge_label_mapped,0.0
jd__tenacity.0d40e76f.func_basic__1avsmufn,swe_32k,swesmith/jd__tenacity.0d40e76f,ko,train,ok,,,2,30,0.6,judge_label_mapped,0.75
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__6gfxaj0e,swe_128k,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,ko,validation,ok,,,2,30,0.25,judge_label_mapped,
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__96brcjir,swe_32k,swesmith/luozhouyang__python-string-similarity.115acaac,ko,test,ok,,GOLD_WHITESPACE_MISMATCH,1,17,0.4,judge_label_mapped,
oauthlib__oauthlib.1fd52536.combine_file__6cwt9dv9,swe_128k,swesmith/oauthlib__oauthlib.1fd52536,ko,train,ok,,HARD_BUT_PARTIAL_SIGNAL,5,30,0.6,judge_label_mapped,0.0
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__1zezezqe,swe_32k,swesmith/luozhouyang__python-string-similarity.115acaac,ko,test,ok,,,1,17,0.6,judge_label_mapped,
mahmoud__boltons.3bfcfdd0.combine_file__uoygvpco,swe_32k,swesmith/mahmoud__boltons.3bfcfdd0,ko,train,ok,,,3,30,0.6,judge_label_mapped,0.125
oauthlib__oauthlib.1fd52536.combine_file__5gdrqq82,swe_32k,swesmith/oauthlib__oauthlib.1fd52536,en,train,ok,,F2P_PRUNED:19;HARD_BUT_PARTIAL_SIGNAL,50,30,0.4,judge_label_mapped,0.0
